date,appid,name,publisher,primary_genre,country,players,sessions,usage_hours
2026-06-23,730,Counter-Strike: Global Offensive,Valve,Action,Canada,400233,910032,616750.7
2026-06-23,730,Counter-Strike: Global Offensive,Valve,Action,France,364339,839017,512752.7
2026-06-23,730,Counter-Strike: Global Offensive,Valve,Action,Japan,296495,740040,478507.7
2026-06-23,730,Counter-Strike: Global Offensive,Valve,Action,Australia,298328,750542,475252.4
2026-06-23,730,Counter-Strike: Global Offensive,Valve,Action,Other,1486054,3520865,2351703.5
2026-06-24,730,Counter-Strike: Global Offensive,Valve,Action,United States,2077197,4582664,3008590.1
2026-06-24,730,Counter-Strike: Global Offensive,Valve,Action,China,1783279,4238125,2817825.6
2026-06-24,730,Counter-Strike: Global Offensive,Valve,Action,Russia,929129,2027166,1535867.6
2026-06-24,730,Counter-Strike: Global Offensive,Valve,Action,Germany,701022,1603011,1051066.8
2026-06-24,730,Counter-Strike: Global Offensive,Valve,Action,Brazil,615284,1376044,885562.5
2026-06-24,730,Counter-Strike: Global Offensive,Valve,Action,United Kingdom,490509,1222908,724817.6
2026-06-24,730,Counter-Strike: Global Offensive,Valve,Action,South Korea,487933,1120829,703638.0
2026-06-24,730,Counter-Strike: Global Offensive,Valve,Action,Canada,393357,833546,608919.9
2026-06-24,730,Counter-Strike: Global Offensive,Valve,Action,France,380049,894162,553402.3
2026-06-24,730,Counter-Strike: Global Offensive,Valve,Action,Japan,281247,628960,441409.0
2026-06-24,730,Counter-Strike: Global Offensive,Valve,Action,Australia,294383,724619,398528.2
2026-06-24,730,Counter-Strike: Global Offensive,Valve,Action,Other,1352082,3080589,1903553.8
2026-06-25,730,Counter-Strike: Global Offensive,Valve,Action,United States,2071282,4525851,3189109.1
2026-06-25,730,Counter-Strike: Global Offensive,Valve,Action,China,1838945,3865987,2798722.3
2026-06-25,730,Counter-Strike: Global Offensive,Valve,Action,Russia,854547,1812465,1347341.9
2026-06-25,730,Counter-Strike: Global Offensive,Valve,Action,Germany,689750,1667372,1016036.4
2026-06-25,730,Counter-Strike: Global Offensive,Valve,Action,Brazil,618840,1541902,910148.9
2026-06-25,730,Counter-Strike: Global Offensive,Valve,Action,United Kingdom,511819,1283174,711281.4
2026-06-25,730,Counter-Strike: Global Offensive,Valve,Action,South Korea,527455,1159151,833343.1
2026-06-25,730,Counter-Strike: Global Offensive,Valve,Action,Canada,369973,881271,578288.3
2026-06-25,730,Counter-Strike: Global Offensive,Valve,Action,France,400217,962392,633254.2
2026-06-25,730,Counter-Strike: Global Offensive,Valve,Action,Japan,251013,553941,360028.8
2026-06-25,730,Counter-Strike: Global Offensive,Valve,Action,Australia,275150,623317,417727.6
2026-06-25,730,Counter-Strike: Global Offensive,Valve,Action,Other,1395472,3308606,2112172.0
2026-06-26,730,Counter-Strike: Global Offensive,Valve,Action,United States,2114849,5121589,2772111.7
2026-06-26,730,Counter-Strike: Global Offensive,Valve,Action,China,1670319,4023476,2549381.7
2026-06-26,730,Counter-Strike: Global Offensive,Valve,Action,Russia,932165,2167839,1280363.2
2026-06-26,730,Counter-Strike: Global Offensive,Valve,Action,Germany,683430,1515284,1045034.0
2026-06-26,730,Counter-Strike: Global Offensive,Valve,Action,Brazil,612133,1424297,995739.9
2026-06-26,730,Counter-Strike: Global Offensive,Valve,Action,United Kingdom,516264,1225758,811396.2
2026-06-26,730,Counter-Strike: Global Offensive,Valve,Action,South Korea,484302,1101595,778244.5
2026-06-26,730,Counter-Strike: Global Offensive,Valve,Action,Canada,392121,948679,573635.2
2026-06-26,730,Counter-Strike: Global Offensive,Valve,Action,France,403868,895314,584862.6
2026-06-26,730,Counter-Strike: Global Offensive,Valve,Action,Japan,307771,740268,435307.3
2026-06-26,730,Counter-Strike: Global Offensive,Valve,Action,Australia,294576,643063,414710.1
2026-06-26,730,Counter-Strike: Global Offensive,Valve,Action,Other,1393463,3475913,2129581.7
2026-06-27,730,Counter-Strike: Global Offensive,Valve,Action,United States,2562957,5788851,4091191.5
2026-06-27,730,Counter-Strike: Global Offensive,Valve,Action,China,2352933,4920143,3491693.0
2026-06-27,730,Counter-Strike: Global Offensive,Valve,Action,Russia,1089381,2725397,1729293.0
2026-06-27,730,Counter-Strike: Global Offensive,Valve,Action,Germany,939295,2158209,1513096.6
2026-06-27,730,Counter-Strike: Global Offensive,Valve,Action,Brazil,790499,1892882,1168364.7
2026-06-27,730,Counter-Strike: Global Offensive,Valve,Action,United Kingdom,637128,1430599,954732.9
2026-06-27,730,Counter-Strike: Global Offensive,Valve,Action,South Korea,598561,1390135,885476.1
2026-06-27,730,Counter-Strike: Global Offensive,Valve,Action,Canada,489875,1191291,754912.3
2026-06-27,730,Counter-Strike: Global Offensive,Valve,Action,France,533674,1318459,830136.3
2026-06-27,730,Counter-Strike: Global Offensive,Valve,Action,Japan,378230,914097,543664.4
2026-06-27,730,Counter-Strike: Global Offensive,Valve,Action,Australia,390546,868110,554329.3
2026-06-27,730,Counter-Strike: Global Offensive,Valve,Action,Other,2106179,4886646,3087419.9
2026-06-28,730,Counter-Strike: Global Offensive,Valve,Action,United States,2651905,6767153,3628398.7
2026-06-28,730,Counter-Strike: Global Offensive,Valve,Action,China,2252054,5402381,3503306.1
2026-06-28,730,Counter-Strike: Global Offensive,Valve,Action,Russia,1079280,2540371,1630967.1
2026-06-28,730,Counter-Strike: Global Offensive,Valve,Action,Germany,849101,1967204,1364731.3
2026-06-28,730,Counter-Strike: Global Offensive,Valve,Action,Brazil,738830,1796648,1031558.1
2026-06-28,730,Counter-Strike: Global Offensive,Valve,Action,United Kingdom,622708,1523212,882721.5
2026-06-28,730,Counter-Strike: Global Offensive,Valve,Action,South Korea,676733,1651484,1006427.3
2026-06-28,730,Counter-Strike: Global Offensive,Valve,Action,Canada,516715,1184230,775432.1
2026-06-28,730,Counter-Strike: Global Offensive,Valve,Action,France,484374,1115168,704952.3
2026-06-28,730,Counter-Strike: Global Offensive,Valve,Action,Japan,389740,941472,586650.4
2026-06-28,730,Counter-Strike: Global Offensive,Valve,Action,Australia,351888,785748,508209.6
2026-06-28,730,Counter-Strike: Global Offensive,Valve,Action,Other,2068268,4894275,3030718.3
2026-06-29,730,Counter-Strike: Global Offensive,Valve,Action,United States,1836122,3874768,2708472.8
2026-06-29,730,Counter-Strike: Global Offensive,Valve,Action,China,1702003,3682712,2805717.3
2026-06-29,730,Counter-Strike: Global Offensive,Valve,Action,Russia,843601,1908430,1237314.2
2026-06-29,730,Counter-Strike: Global Offensive,Valve,Action,Germany,668943,1759284,1014076.1
2026-06-29,730,Counter-Strike: Global Offensive,Valve,Action,Brazil,542145,1273540,761761.2
2026-06-29,730,Counter-Strike: Global Offensive,Valve,Action,United Kingdom,448554,1137812,732917.7
2026-06-29,730,Counter-Strike: Global Offensive,Valve,Action,South Korea,445959,976098,676694.1
2026-06-29,730,Counter-Strike: Global Offensive,Valve,Action,Canada,386023,888885,630316.2
2026-06-29,730,Counter-Strike: Global Offensive,Valve,Action,France,349458,844760,540821.5
2026-06-29,730,Counter-Strike: Global Offensive,Valve,Action,Japan,282882,615529,417727.9
2026-06-29,730,Counter-Strike: Global Offensive,Valve,Action,Australia,281988,606850,436573.0
2026-06-29,730,Counter-Strike: Global Offensive,Valve,Action,Other,1455919,3424488,2049259.2
2026-06-30,730,Counter-Strike: Global Offensive,Valve,Action,United States,2000763,4614543,2732579.0
2026-06-30,730,Counter-Strike: Global Offensive,Valve,Action,China,1847593,4255785,2598714.1
2026-06-30,730,Counter-Strike: Global Offensive,Valve,Action,Russia,822290,1889271,1310343.5
2026-06-30,730,Counter-Strike: Global Offensive,Valve,Action,Germany,651154,1319606,945271.2
2026-06-30,730,Counter-Strike: Global Offensive,Valve,Action,Brazil,542297,1287993,794414.4
2026-06-30,730,Counter-Strike: Global Offensive,Valve,Action,United Kingdom,421078,985057,606102.6
2026-06-30,730,Counter-Strike: Global Offensive,Valve,Action,South Korea,431063,1037106,648798.6
2026-06-30,730,Counter-Strike: Global Offensive,Valve,Action,Canada,359418,795461,500947.2
2026-06-30,730,Counter-Strike: Global Offensive,Valve,Action,France,397460,963903,592417.5
2026-06-30,730,Counter-Strike: Global Offensive,Valve,Action,Japan,288878,702215,460120.5
2026-06-30,730,Counter-Strike: Global Offensive,Valve,Action,Australia,270834,648654,404769.9
2026-06-30,730,Counter-Strike: Global Offensive,Valve,Action,Other,1349462,2997903,2196823.2
2026-07-01,730,Counter-Strike: Global Offensive,Valve,Action,United States,2114202,5033267,3444326.1
2026-07-01,730,Counter-Strike: Global Offensive,Valve,Action,China,1912691,4417088,2964221.2
2026-07-01,730,Counter-Strike: Global Offensive,Valve,Action,Russia,853609,2021617,1232117.9
2026-07-01,730,Counter-Strike: Global Offensive,Valve,Action,Germany,684966,1547299,1042858.2
2026-07-01,730,Counter-Strike: Global Offensive,Valve,Action,Brazil,512171,1199920,773525.9
2026-07-01,730,Counter-Strike: Global Offensive,Valve,Action,United Kingdom,477442,1112776,687597.4
2026-07-01,730,Counter-Strike: Global Offensive,Valve,Action,South Korea,467438,1075164,650965.8
2026-07-01,730,Counter-Strike: Global Offensive,Valve,Action,Canada,386291,994859,597826.5
2026-07-01,730,Counter-Strike: Global Offensive,Valve,Action,France,382498,862518,600389.3
2026-07-01,730,Counter-Strike: Global Offensive,Valve,Action,Japan,291215,697048,371743.1
2026-07-01,730,Counter-Strike: Global Offensive,Valve,Action,Australia,292579,668607,456790.7
2026-07-01,730,Counter-Strike: Global Offensive,Valve,Action,Other,1486960,3166963,2242508.4
2026-07-02,730,Counter-Strike: Global Offensive,Valve,Action,United States,2029681,4580064,3084384.6
2026-07-02,730,Counter-Strike: Global Offensive,Valve,Action,China,1859694,4332524,2544502.2
2026-07-02,730,Counter-Strike: Global Offensive,Valve,Action,Russia,855509,1900404,1214329.1
2026-07-02,730,Counter-Strike: Global Offensive,Valve,Action,Germany,764445,1585570,1163069.9
2026-07-02,730,Counter-Strike: Global Offensive,Valve,Action,Brazil,554898,1265372,803828.4
2026-07-02,730,Counter-Strike: Global Offensive,Valve,Action,United Kingdom,513277,1250184,706026.6
2026-07-02,730,Counter-Strike: Global Offensive,Valve,Action,South Korea,487918,1085894,731309.2
2026-07-02,730,Counter-Strike: Global Offensive,Valve,Action,Canada,400464,863617,592139.3
2026-07-02,730,Counter-Strike: Global Offensive,Valve,Action,France,357665,848753,557304.2
2026-07-02,730,Counter-Strike: Global Offensive,Valve,Action,Japan,299366,676899,438487.8
2026-07-02,730,Counter-Strike: Global Offensive,Valve,Action,Australia,312806,694829,467164.1
2026-07-02,730,Counter-Strike: Global Offensive,Valve,Action,Other,1446006,3228238,2071460.9
2026-07-03,730,Counter-Strike: Global Offensive,Valve,Action,United States,2024487,4938486,3335990.8
2026-07-03,730,Counter-Strike: Global Offensive,Valve,Action,China,1790875,3850245,2715455.5
2026-07-03,730,Counter-Strike: Global Offensive,Valve,Action,Russia,712427,1688195,1015042.2
2026-07-03,730,Counter-Strike: Global Offensive,Valve,Action,Germany,664132,1520732,1061827.7
2026-07-03,730,Counter-Strike: Global Offensive,Valve,Action,Brazil,568597,1308730,851996.7
2026-07-03,730,Counter-Strike: Global Offensive,Valve,Action,United Kingdom,538834,1234335,848162.6
2026-07-03,730,Counter-Strike: Global Offensive,Valve,Action,South Korea,502111,1074824,799151.7
2026-07-03,730,Counter-Strike: Global Offensive,Valve,Action,Canada,398491,946865,607862.9
2026-07-03,730,Counter-Strike: Global Offensive,Valve,Action,France,378039,837856,547791.3
2026-07-03,730,Counter-Strike: Global Offensive,Valve,Action,Japan,307246,740868,458223.0
2026-07-03,730,Counter-Strike: Global Offensive,Valve,Action,Australia,302220,649211,454584.9
2026-07-03,730,Counter-Strike: Global Offensive,Valve,Action,Other,1441992,3199633,2186372.9
2026-07-04,730,Counter-Strike: Global Offensive,Valve,Action,United States,2646749,6213903,4078554.1
2026-07-04,730,Counter-Strike: Global Offensive,Valve,Action,China,2367179,5582762,3892556.7
2026-07-04,730,Counter-Strike: Global Offensive,Valve,Action,Russia,1164330,2812351,1615600.8
2026-07-04,730,Counter-Strike: Global Offensive,Valve,Action,Germany,920839,1891367,1398880.1
2026-07-04,730,Counter-Strike: Global Offensive,Valve,Action,Brazil,709375,1521436,1149292.5
2026-07-04,730,Counter-Strike: Global Offensive,Valve,Action,United Kingdom,627291,1448118,925420.6
2026-07-04,730,Counter-Strike: Global Offensive,Valve,Action,South Korea,609643,1376124,829503.9
2026-07-04,730,Counter-Strike: Global Offensive,Valve,Action,Canada,528763,1199820,786587.1
2026-07-04,730,Counter-Strike: Global Offensive,Valve,Action,France,523544,1278039,766889.8
2026-07-04,730,Counter-Strike: Global Offensive,Valve,Action,Japan,385512,804676,581148.5
2026-07-04,730,Counter-Strike: Global Offensive,Valve,Action,Australia,361305,823642,595609.5
2026-07-04,730,Counter-Strike: Global Offensive,Valve,Action,Other,1861502,4459948,2689436.6
2026-07-05,730,Counter-Strike: Global Offensive,Valve,Action,United States,2619981,6098705,3765052.3
2026-07-05,730,Counter-Strike: Global Offensive,Valve,Action,China,2099819,4787372,3057685.7
2026-07-05,730,Counter-Strike: Global Offensive,Valve,Action,Russia,950526,2208107,1513912.0
2026-07-05,730,Counter-Strike: Global Offensive,Valve,Action,Germany,808891,1752352,1200653.6
2026-07-05,730,Counter-Strike: Global Offensive,Valve,Action,Brazil,665773,1554651,971286.1
2026-07-05,730,Counter-Strike: Global Offensive,Valve,Action,United Kingdom,592894,1237878,859279.3
2026-07-05,730,Counter-Strike: Global Offensive,Valve,Action,South Korea,635299,1385922,919988.8
2026-07-05,730,Counter-Strike: Global Offensive,Valve,Action,Canada,450080,948947,660559.8
2026-07-05,730,Counter-Strike: Global Offensive,Valve,Action,France,451751,965188,652612.8
2026-07-05,730,Counter-Strike: Global Offensive,Valve,Action,Japan,380257,823404,499956.3
2026-07-05,730,Counter-Strike: Global Offensive,Valve,Action,Australia,311021,712162,470647.1
2026-07-05,730,Counter-Strike: Global Offensive,Valve,Action,Other,1680370,3850503,2507361.5
2026-07-06,730,Counter-Strike: Global Offensive,Valve,Action,United States,1815929,4065353,2655246.8
2026-07-06,730,Counter-Strike: Global Offensive,Valve,Action,China,1801330,4027308,2575399.4
2026-07-06,730,Counter-Strike: Global Offensive,Valve,Action,Russia,879304,2173033,1278424.5
2026-07-06,730,Counter-Strike: Global Offensive,Valve,Action,Germany,622696,1494262,984808.4
2026-07-06,730,Counter-Strike: Global Offensive,Valve,Action,Brazil,575876,1251969,896067.5
2026-07-06,730,Counter-Strike: Global Offensive,Valve,Action,United Kingdom,428013,903276,635120.1
2026-07-06,730,Counter-Strike: Global Offensive,Valve,Action,South Korea,465742,1024922,681713.2
2026-07-06,730,Counter-Strike: Global Offensive,Valve,Action,Canada,360664,811688,566700.2
2026-07-06,730,Counter-Strike: Global Offensive,Valve,Action,France,360695,870750,556522.7
2026-07-06,730,Counter-Strike: Global Offensive,Valve,Action,Japan,258596,589456,401333.9
2026-07-06,730,Counter-Strike: Global Offensive,Valve,Action,Australia,294720,702604,465171.4
2026-07-06,730,Counter-Strike: Global Offensive,Valve,Action,Other,1360465,3056336,2054342.5
2026-07-07,730,Counter-Strike: Global Offensive,Valve,Action,United States,2295519,5340524,3315691.7
2026-07-07,730,Counter-Strike: Global Offensive,Valve,Action,China,1694847,3884431,2428571.3
2026-07-07,730,Counter-Strike: Global Offensive,Valve,Action,Russia,925434,2065284,1400017.6
2026-07-07,730,Counter-Strike: Global Offensive,Valve,Action,Germany,721820,1603571,1129247.3
2026-07-07,730,Counter-Strike: Global Offensive,Valve,Action,Brazil,628401,1411476,999988.3
2026-07-07,730,Counter-Strike: Global Offensive,Valve,Action,United Kingdom,503194,1062812,757038.6
2026-07-07,730,Counter-Strike: Global Offensive,Valve,Action,South Korea,490879,1077660,815304.5
2026-07-07,730,Counter-Strike: Global Offensive,Valve,Action,Canada,391327,928857,623563.4
2026-07-07,730,Counter-Strike: Global Offensive,Valve,Action,France,432873,954820,619258.4
2026-07-07,730,Counter-Strike: Global Offensive,Valve,Action,Japan,316965,690406,491878.3
2026-07-07,730,Counter-Strike: Global Offensive,Valve,Action,Australia,312769,766427,509725.7
2026-07-07,730,Counter-Strike: Global Offensive,Valve,Action,Other,1531404,3159443,2127880.3
2026-07-08,730,Counter-Strike: Global Offensive,Valve,Action,United States,2117507,4989836,3123583.2
2026-07-08,730,Counter-Strike: Global Offensive,Valve,Action,China,1652772,4085509,2422981.8
2026-07-08,730,Counter-Strike: Global Offensive,Valve,Action,Russia,812329,1713040,1305900.2
2026-07-08,730,Counter-Strike: Global Offensive,Valve,Action,Germany,611191,1322235,816661.2
2026-07-08,730,Counter-Strike: Global Offensive,Valve,Action,Brazil,560877,1133828,852265.0
2026-07-08,730,Counter-Strike: Global Offensive,Valve,Action,United Kingdom,469881,1212495,622111.7
2026-07-08,730,Counter-Strike: Global Offensive,Valve,Action,South Korea,483837,1042509,742119.3
2026-07-08,730,Counter-Strike: Global Offensive,Valve,Action,Canada,394118,990994,566523.7
2026-07-08,730,Counter-Strike: Global Offensive,Valve,Action,France,373184,825842,564474.9
2026-07-08,730,Counter-Strike: Global Offensive,Valve,Action,Japan,265862,605872,411129.7
2026-07-08,730,Counter-Strike: Global Offensive,Valve,Action,Australia,261744,594149,391169.3
2026-07-08,730,Counter-Strike: Global Offensive,Valve,Action,Other,1347548,3077499,2020216.6
2026-07-09,730,Counter-Strike: Global Offensive,Valve,Action,United States,1859927,4185774,2736651.1
2026-07-09,730,Counter-Strike: Global Offensive,Valve,Action,China,1433750,3048296,2210668.0
2026-07-09,730,Counter-Strike: Global Offensive,Valve,Action,Russia,762267,1765683,1266687.6
2026-07-09,730,Counter-Strike: Global Offensive,Valve,Action,Germany,619468,1334799,881066.3
2026-07-09,730,Counter-Strike: Global Offensive,Valve,Action,Brazil,591511,1336488,948647.4
2026-07-09,730,Counter-Strike: Global Offensive,Valve,Action,United Kingdom,423445,926288,638384.5
